job_title,company,location,date,duration,level,describtion,link,CLICKABLE LINK
Financial Planning & Analysis,Mozare3 -,"Sheikh Zayed, Giza, Egypt ",10/13/2022,Full Time,Financial Planning & Analysis,Full TimeExperienced · 7+ Yrs of Exp · Accounting/Finance · Analyst/Research · Finance · Financial Management · Financial Reports · Financial Analysis · Accounting · Financial · Communication,https://wuzzuf.net/jobs/p/Zm20S7RPchIw-Financial-Planning-Analysis-Mozare3-Giza-Egypt?o=176&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/mrmWg0d2VpQY-Senior-NET-Developer-Z2-Data-Cairo-Egypt?o=177&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior .NET Developer,Z2 Data -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Senior .NET Developer,Full TimeExperienced · 5 - 6 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · .Net · JavaScript · MVC · Software Development · SQL · ASP.Net · Computer Science,https://wuzzuf.net/jobs/p/mrmWg0d2VpQY-Senior-NET-Developer-Z2-Data-Cairo-Egypt?o=177&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/m5AhrTpfNB8B-Junior-Net-Developer-Z2-Data-Cairo-Egypt?o=178&l=sp&t=sj&a=data analyst|search-v3|navbg
Junior .Net Developer,Z2 Data -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Junior .Net Developer,Full TimeExperienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · developer · NET · Software Development · .Net · ASP · ASP.Net · Computer Science,https://wuzzuf.net/jobs/p/m5AhrTpfNB8B-Junior-Net-Developer-Z2-Data-Cairo-Egypt?o=178&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Z77t0yvIQ1z7-Medical-Research-Specialist-Sekem-Sharqia-Egypt?o=179&l=sp&t=sj&a=data analyst|search-v3|navbg
Medical Research Specialist,Sekem -,"Zagazig, Sharqia, Egypt ",10/13/2022,Full Time,Medical Research Specialist,Full TimeExperienced · 3 - 5 Yrs of Exp · Medical/Healthcare · Analyst/Research · Pharmaceutical · Communication · Creative · Research · Analysis · MEDICINE · Market Research · Medical,https://wuzzuf.net/jobs/p/Z77t0yvIQ1z7-Medical-Research-Specialist-Sekem-Sharqia-Egypt?o=179&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/1oerHgpFNrG0-Senior-Data-Analyst---Business-Intelligence-Cairo-Egypt?o=1&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Data Analyst - Business Intelligence,Confidential -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Senior Data Analyst - Business Intelligence,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyst · BI · Data Analyst · Data Analysis · Oracle,https://wuzzuf.net/jobs/p/1oerHgpFNrG0-Senior-Data-Analyst---Business-Intelligence-Cairo-Egypt?o=1&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/yrSok7GjJANk-SAP-Master-Data-Analyst-Infinity-Clinic-Pharma-Dakahlia-Egypt?o=3&l=sp&t=sj&a=data analyst|search-v3|navbg
SAP Master Data Analyst,Infinity Clinic Pharma -,"Gamasa, Dakahlia, Egypt ",10/13/2022,Full Time,SAP Master Data Analyst,Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Customer Service/Support · Analyst/Research · SAP · Master Data Management · Data Analysis · Data Analytics · Microsoft Excel · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/yrSok7GjJANk-SAP-Master-Data-Analyst-Infinity-Clinic-Pharma-Dakahlia-Egypt?o=3&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/AufXtWO7G5Ut-Sales-Analyst-Dream2000-Cairo-Egypt?o=8&l=sp&t=sj&a=data analyst|search-v3|navbg
Sales Analyst,Dream2000 -,"New Nozha, Cairo, Egypt ",10/13/2022,Full Time,Sales Analyst,Full TimeExperienced · 3 - 6 Yrs of Exp · Analyst/Research · Sales/Retail · Analysis · Data Analysis · Data · Microsoft Office · Sales Analysis · sales skills · Sales · Financial Data Analysis,https://wuzzuf.net/jobs/p/AufXtWO7G5Ut-Sales-Analyst-Dream2000-Cairo-Egypt?o=8&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/1oerHgpFNrG0-Senior-Data-Analyst---Business-Intelligence-Cairo-Egypt?o=1&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Data Analyst - Business Intelligence,Confidential -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Senior Data Analyst - Business Intelligence,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyst · BI · Data Analyst · Data Analysis · Oracle,https://wuzzuf.net/jobs/p/1oerHgpFNrG0-Senior-Data-Analyst---Business-Intelligence-Cairo-Egypt?o=1&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/yrSok7GjJANk-SAP-Master-Data-Analyst-Infinity-Clinic-Pharma-Dakahlia-Egypt?o=3&l=sp&t=sj&a=data analyst|search-v3|navbg
SAP Master Data Analyst,Infinity Clinic Pharma -,"Gamasa, Dakahlia, Egypt ",10/13/2022,Full Time,SAP Master Data Analyst,Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Customer Service/Support · Analyst/Research · SAP · Master Data Management · Data Analysis · Data Analytics · Microsoft Excel · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/yrSok7GjJANk-SAP-Master-Data-Analyst-Infinity-Clinic-Pharma-Dakahlia-Egypt?o=3&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/AufXtWO7G5Ut-Sales-Analyst-Dream2000-Cairo-Egypt?o=8&l=sp&t=sj&a=data analyst|search-v3|navbg
Sales Analyst,Dream2000 -,"New Nozha, Cairo, Egypt ",10/13/2022,Full Time,Sales Analyst,Full TimeExperienced · 3 - 6 Yrs of Exp · Analyst/Research · Sales/Retail · Analysis · Data Analysis · Data · Microsoft Office · Sales Analysis · sales skills · Sales · Financial Data Analysis,https://wuzzuf.net/jobs/p/AufXtWO7G5Ut-Sales-Analyst-Dream2000-Cairo-Egypt?o=8&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/jFGqkPGosnOn-SAP-Data-Entry-Infinity-Clinic-Pharma-Dakahlia-Egypt?o=54&l=sp&t=sj&a=data analyst|search-v3|navbg
SAP Data Entry,Infinity Clinic Pharma -,"Gamasa, Dakahlia, Egypt ",10/13/2022,Full Time,SAP Data Entry,Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Analyst/Research · accuracy · Administration · Communication skills · Data Entry · Data · SAP · Microsoft Office,https://wuzzuf.net/jobs/p/jFGqkPGosnOn-SAP-Data-Entry-Infinity-Clinic-Pharma-Dakahlia-Egypt?o=54&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/lA4Kuw9LCwE4-BIData-Analytics-Engineer-Kandil-Industries-Cairo-Egypt?o=55&l=sp&t=sj&a=data analyst|search-v3|navbg
BI/Data Analytics Engineer,Kandil Industries -,"10th of Ramadan City, Cairo, Egypt ",10/13/2022,Full Time,BI/Data Analytics Engineer,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · analytical · BI development · Power BI · SQL · Information Technology (IT) · Data,https://wuzzuf.net/jobs/p/lA4Kuw9LCwE4-BIData-Analytics-Engineer-Kandil-Industries-Cairo-Egypt?o=55&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/ls7eYNsTFsJD-Cost-Accountant-Al-Rowad-for-Plastic-Pipes-Sharqia-Egypt?o=69&l=sp&t=sj&a=data analyst|search-v3|navbg
Cost Accountant,Al-Rowad for Plastic Pipes -,"10th of Ramadan City, Sharqia, Egypt ",10/13/2022,Full Time,Cost Accountant,Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Cost Accounting · accountant · Cost · Cost Accountant · Cost Analyst · Accounting · Accounting principles · ERP · Communication,https://wuzzuf.net/jobs/p/ls7eYNsTFsJD-Cost-Accountant-Al-Rowad-for-Plastic-Pipes-Sharqia-Egypt?o=69&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/FJfuTOF3OLr8-Business-Solutions-Senior-Specialist-Kandil-Industries-Cairo-Egypt?o=111&l=sp&t=sj&a=data analyst|search-v3|navbg
Business Solutions Senior Specialist,Kandil Industries -,"10th of Ramadan City, Cairo, Egypt ",10/13/2022,Full Time,Business Solutions Senior Specialist,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · business · ERP · ERP Solutions · ERP System,https://wuzzuf.net/jobs/p/FJfuTOF3OLr8-Business-Solutions-Senior-Specialist-Kandil-Industries-Cairo-Egypt?o=111&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/S4vSqe8R0bdY-E-Commerce-Marketing-Analyst-Dealtio-Cairo-Egypt?o=10&l=sp&t=sj&a=data analyst|search-v3|navbg
E-Commerce Marketing Analyst,Dealtio -,"Nasr City, Cairo, Egypt ",10/12/2022,Full Time,E-Commerce Marketing Analyst,Full TimeExperienced · 2 - 3 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Sales/Retail · E-Commerce · E-Marketing · Marketing · Skills · Analysis · Data Analysis · Data Analytics,https://wuzzuf.net/jobs/p/S4vSqe8R0bdY-E-Commerce-Marketing-Analyst-Dealtio-Cairo-Egypt?o=10&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/S4vSqe8R0bdY-E-Commerce-Marketing-Analyst-Dealtio-Cairo-Egypt?o=10&l=sp&t=sj&a=data analyst|search-v3|navbg
E-Commerce Marketing Analyst,Dealtio -,"Nasr City, Cairo, Egypt ",10/12/2022,Full Time,E-Commerce Marketing Analyst,Full TimeExperienced · 2 - 3 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Sales/Retail · E-Commerce · E-Marketing · Marketing · Skills · Analysis · Data Analysis · Data Analytics,https://wuzzuf.net/jobs/p/S4vSqe8R0bdY-E-Commerce-Marketing-Analyst-Dealtio-Cairo-Egypt?o=10&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/5pV2wcoPHmsT-Financial-Planning-Analysis-Specialist---FPA-willys-kitchen-Egypt-Cairo-Egypt?o=109&l=sp&t=sj&a=data analyst|search-v3|navbg
Financial Planning & Analysis Specialist - FP&A,willys kitchen-Egypt -,"Nasr City, Cairo, Egypt ",10/11/2022,Full Time,Financial Planning & Analysis Specialist - FP&A,Full TimeExperienced · 5+ Yrs of Exp · males_only · Accounting/Finance · Accounting · CFA · CMA · analytical · CPA · Economics · Finance · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/5pV2wcoPHmsT-Financial-Planning-Analysis-Specialist---FPA-willys-kitchen-Egypt-Cairo-Egypt?o=109&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/NdvUOJ7ocQIN-Senior-Software-Business-Analyst-ERP-Cairo-Egypt?o=11&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Software Business Analyst / ERP,Confidential -,"Maadi, Cairo, Egypt ",10/10/2022,Full Time,Senior Software Business Analyst / ERP,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Analysis · business · Computer Science · Data Analysis · ERP · Information Technology (IT),https://wuzzuf.net/jobs/p/NdvUOJ7ocQIN-Senior-Software-Business-Analyst-ERP-Cairo-Egypt?o=11&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/NdvUOJ7ocQIN-Senior-Software-Business-Analyst-ERP-Cairo-Egypt?o=11&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Software Business Analyst / ERP,Confidential -,"Maadi, Cairo, Egypt ",10/10/2022,Full Time,Senior Software Business Analyst / ERP,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Analysis · business · Computer Science · Data Analysis · ERP · Information Technology (IT),https://wuzzuf.net/jobs/p/NdvUOJ7ocQIN-Senior-Software-Business-Analyst-ERP-Cairo-Egypt?o=11&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/R8GUiT5hlich-Voice-Chatbot-Analyst-English-Speaker-TensorGraph-Cairo-Egypt?o=23&l=sp&t=sj&a=data analyst|search-v3|navbg
Voice Chatbot Analyst (English Speaker),TensorGraph -,"Maadi, Cairo, Egypt ",10/10/2022,Part Time,Voice Chatbot Analyst (English Speaker),Part TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Writing/Editorial · IT/Software Development · Chatbots · English Fluency,https://wuzzuf.net/jobs/p/R8GUiT5hlich-Voice-Chatbot-Analyst-English-Speaker-TensorGraph-Cairo-Egypt?o=23&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/k4w0kalXXJ1K-Credit-Officer-Sky-Holding-Dakahlia-Egypt?o=68&l=sp&t=sj&a=data analyst|search-v3|navbg
Credit Officer,Sky Holding -,"Mansoura, Dakahlia, Egypt ",10/10/2022,Full Time,Credit Officer,Full TimeExperienced · 3 - 4 Yrs of Exp · Accounting/Finance · Banking · Analyst/Research · Banking · Commerce · Credit Analyst · Finance · Financial Analysis · Credit,https://wuzzuf.net/jobs/p/k4w0kalXXJ1K-Credit-Officer-Sky-Holding-Dakahlia-Egypt?o=68&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/0qQa4U8C6Ooi-RD-Software-Engineer-RSDE-L2-TensorGraph-Cairo-Egypt?o=84&l=sp&t=sj&a=data analyst|search-v3|navbg
R&D Software Engineer (RSDE-L2),TensorGraph -,"Maadi, Cairo, Egypt ",10/10/2022,Full Time,R&D Software Engineer (RSDE-L2),Full TimeExperienced · 2 - 4 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Computer Science · Machine Learning · Computer Vision · C++ · C# · AWS · Algorithms,https://wuzzuf.net/jobs/p/0qQa4U8C6Ooi-RD-Software-Engineer-RSDE-L2-TensorGraph-Cairo-Egypt?o=84&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/ebeiJ3pHjp6I-BI-Developer-Centro-CDX-Cairo-Egypt?o=86&l=sp&t=sj&a=data analyst|search-v3|navbg
BI Developer,Centro CDX -,"Maadi, Cairo, Egypt ",10/10/2022,Full Time,BI Developer,Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Computer Science · BI · Data Warehouse · Development · Information Technology (IT) · OLAP,https://wuzzuf.net/jobs/p/ebeiJ3pHjp6I-BI-Developer-Centro-CDX-Cairo-Egypt?o=86&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/YwzIdkLFDnFo-Senior-Back-End-Software-Developer-C-BI-Technologies-Cairo-Egypt?o=115&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Back-End Software Developer (C#),BI-Technologies -,"New Cairo, Cairo, Egypt ",10/10/2022,Full Time,Senior Back-End Software Developer (C#),Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · ASP.NET · SQL · javaScript · jQuery,https://wuzzuf.net/jobs/p/YwzIdkLFDnFo-Senior-Back-End-Software-Developer-C-BI-Technologies-Cairo-Egypt?o=115&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/OrGOtSvny3Qd-Medical-Researcher-Theexpertologists-Alexandria-Egypt?o=125&l=sp&t=sj&a=data analyst|search-v3|navbg
Medical Researcher,Theexpertologists -,"Alexandria, Egypt ",10/10/2022,Full Time,Medical Researcher,Full TimeEntry Level · 1 - 2 Yrs of Exp · Medical/Healthcare · Analyst/Research · Pharmaceutical · Communication · Medical · Market Research · Research · Content · Drug Development · Proofreading,https://wuzzuf.net/jobs/p/OrGOtSvny3Qd-Medical-Researcher-Theexpertologists-Alexandria-Egypt?o=125&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/VjgUaYrBDBn4-Fundamental-Data-Analyst-Mubasher-Cairo-Egypt?o=2&l=sp&t=sj&a=data analyst|search-v3|navbg
Fundamental Data Analyst,Mubasher -,"Nasr City, Cairo, Egypt ",10/9/2022,Full Time,Fundamental Data Analyst,Full TimeEntry Level · 0 - 1 Yrs of Exp · Accounting/Finance · Analyst/Research · Finance · Accounting · Political Science · Economics · Data Analyst · Microsoft Office · DirectFN · DCP,https://wuzzuf.net/jobs/p/VjgUaYrBDBn4-Fundamental-Data-Analyst-Mubasher-Cairo-Egypt?o=2&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/odauymG4nUA9-Social-Media-Listening-Analyst-SMMA-Giza-Egypt?o=9&l=sp&t=sj&a=data analyst|search-v3|navbg
Social Media Listening Analyst (SMMA),Confidential -,"Dokki, Giza, Egypt ",10/9/2022,Full Time,Social Media Listening Analyst (SMMA),Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · Analytics · Digital Marketing · Marketing · Social Media · media · Data visualization,https://wuzzuf.net/jobs/p/odauymG4nUA9-Social-Media-Listening-Analyst-SMMA-Giza-Egypt?o=9&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/VjgUaYrBDBn4-Fundamental-Data-Analyst-Mubasher-Cairo-Egypt?o=2&l=sp&t=sj&a=data analyst|search-v3|navbg
Fundamental Data Analyst,Mubasher -,"Nasr City, Cairo, Egypt ",10/9/2022,Full Time,Fundamental Data Analyst,Full TimeEntry Level · 0 - 1 Yrs of Exp · Accounting/Finance · Analyst/Research · Finance · Accounting · Political Science · Economics · Data Analyst · Microsoft Office · DirectFN · DCP,https://wuzzuf.net/jobs/p/VjgUaYrBDBn4-Fundamental-Data-Analyst-Mubasher-Cairo-Egypt?o=2&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/odauymG4nUA9-Social-Media-Listening-Analyst-SMMA-Giza-Egypt?o=9&l=sp&t=sj&a=data analyst|search-v3|navbg
Social Media Listening Analyst (SMMA),Confidential -,"Dokki, Giza, Egypt ",10/9/2022,Full Time,Social Media Listening Analyst (SMMA),Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · Analytics · Digital Marketing · Marketing · Social Media · media · Data visualization,https://wuzzuf.net/jobs/p/odauymG4nUA9-Social-Media-Listening-Analyst-SMMA-Giza-Egypt?o=9&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Ha9wpkh6CEOx-Media-Monitoring-Analyst-Giza-Egypt?o=22&l=sp&t=sj&a=data analyst|search-v3|navbg
Media Monitoring Analyst,Confidential -,"Dokki, Giza, Egypt ",10/9/2022,Full Time,Media Monitoring Analyst,Full TimeExperienced · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · Analytics · Editing · Google Analytics · Marketing · media · Planning,https://wuzzuf.net/jobs/p/Ha9wpkh6CEOx-Media-Monitoring-Analyst-Giza-Egypt?o=22&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/qBgCIzMnfy4F-Marketing-Director-Giza-Egypt?o=112&l=sp&t=sj&a=data analyst|search-v3|navbg
Marketing Director,Confidential -,"Dokki, Giza, Egypt ",10/9/2022,Full Time,Marketing Director,Full TimeManager · 5 - 7 Yrs of Exp · Business Development · Marketing/PR/Advertising · Analyst/Research · business · Campaign · campaigns · Communication · Management · Marketing · Performance,https://wuzzuf.net/jobs/p/qBgCIzMnfy4F-Marketing-Director-Giza-Egypt?o=112&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/8nwCEqYS0YkD-Growth-Hacker-Giza-Egypt?o=126&l=sp&t=sj&a=data analyst|search-v3|navbg
Growth Hacker,Confidential -,"Dokki, Giza, Egypt ",10/9/2022,Full Time,Growth Hacker,Full TimeManager · 5+ Yrs of Exp · Business Development · Marketing/PR/Advertising · Analyst/Research · A/B Testing · Analysis · analytical · Business Development · Growth · Digital Marketing · Growth Hacker,https://wuzzuf.net/jobs/p/8nwCEqYS0YkD-Growth-Hacker-Giza-Egypt?o=126&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/gt8pv06U9U7y-Tele-Research-Associate-Remote-Work-BNC-Network-Cairo-Egypt?o=87&l=sp&t=sj&a=data analyst|search-v3|navbg
Tele Research Associate (Remote Work),BNC Network -,"Cairo, Egypt ",10/5/2022,Full Time,Tele Research Associate (Remote Work),Full TimeWork From HomeEntry Level · Analyst/Research · Research · English · Market Research · arabic · Cold Calling · primary reserach · Data Entry · Data Analysis · soft skills,https://wuzzuf.net/jobs/p/gt8pv06U9U7y-Tele-Research-Associate-Remote-Work-BNC-Network-Cairo-Egypt?o=87&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/u9dpu7Pf1oWk-Core-Banking-Solution-Support-Cairo-Egypt?o=117&l=sp&t=sj&a=data analyst|search-v3|navbg
Core Banking Solution Support,Confidential -,"Nasr City, Cairo, Egypt ",10/5/2022,Full Time,Core Banking Solution Support,Full TimeExperienced · 3 - 5 Yrs of Exp · Banking · Business Development · IT/Software Development · Banking · Computer Science · Core Banking · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/u9dpu7Pf1oWk-Core-Banking-Solution-Support-Cairo-Egypt?o=117&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/tGJ3TET2l1hJ-Business-Intelligence-Manager---Cairo-Pyramid-Poultry-Co-Cairo-Egypt?o=127&l=sp&t=sj&a=data analyst|search-v3|navbg
Business Intelligence Manager - Cairo,Pyramid Poultry Co. -,"New Cairo, Cairo, Egypt ",10/5/2022,Full Time,Business Intelligence Manager - Cairo,Full TimeManager · 5 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · Business Development · Computer Science · Power BI · Mathematics,https://wuzzuf.net/jobs/p/tGJ3TET2l1hJ-Business-Intelligence-Manager---Cairo-Pyramid-Poultry-Co-Cairo-Egypt?o=127&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/1L5VKLqUMg3d-Senior-Full-Stack-Net-Developer-RD-Unit-FlairsTech-Cairo-Egypt?o=128&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Full Stack .Net Developer [ R&D Unit ],FlairsTech -,"Maadi, Cairo, Egypt ",10/5/2022,Full Time,Senior Full Stack .Net Developer [ R&D Unit ],Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Angular · C# · Full Stack · jQuery · MVC · SQL · Agile,https://wuzzuf.net/jobs/p/1L5VKLqUMg3d-Senior-Full-Stack-Net-Developer-RD-Unit-FlairsTech-Cairo-Egypt?o=128&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/tVMCqBOZJqBo-Compliance-And-Corporate-Governance-Officer-Al-Ahly-Capital-Holding-Cairo-Egypt?o=129&l=sp&t=sj&a=data analyst|search-v3|navbg
Compliance And Corporate Governance Officer,Al Ahly Capital Holding -,"Zamalek, Cairo, Egypt ",10/5/2022,Full Time,Compliance And Corporate Governance Officer,Full TimeExperienced · 3 - 6 Yrs of Exp · Administration · Legal · Analyst/Research · Corporate Governance · Compliance · AML · Regulatory Compliance · English · Arabic · Microsoft Office,https://wuzzuf.net/jobs/p/tVMCqBOZJqBo-Compliance-And-Corporate-Governance-Officer-Al-Ahly-Capital-Holding-Cairo-Egypt?o=129&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/9rPTWJnYPFuq-Professional-Data-Analyst-Cairo-Egypt?o=4&l=sp&t=sj&a=data analyst|search-v3|navbg
Professional Data Analyst,Confidential -,"Cairo, Egypt ",10/4/2022,Full Time,Professional Data Analyst,Full TimeExperienced · 7+ Yrs of Exp · Analyst/Research · Analytics · BI · Data Analysis · Data Governance · Data Management · Analysis · Visualization · Data,https://wuzzuf.net/jobs/p/9rPTWJnYPFuq-Professional-Data-Analyst-Cairo-Egypt?o=4&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/WRQiBG8UhUZb-Financial-Analyst-Allamna-Integrated-Solutions-Cairo-Egypt?o=12&l=sp&t=sj&a=data analyst|search-v3|navbg
Financial Analyst,Allamna Integrated Solutions -,"Heliopolis, Cairo, Egypt ",10/4/2022,Full Time,Financial Analyst,Full TimeExperienced · 4 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Finance · Financial Analysis · BI · Management · Financial Data Analysis · Financial Services,https://wuzzuf.net/jobs/p/WRQiBG8UhUZb-Financial-Analyst-Allamna-Integrated-Solutions-Cairo-Egypt?o=12&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/9rPTWJnYPFuq-Professional-Data-Analyst-Cairo-Egypt?o=4&l=sp&t=sj&a=data analyst|search-v3|navbg
Professional Data Analyst,Confidential -,"Cairo, Egypt ",10/4/2022,Full Time,Professional Data Analyst,Full TimeExperienced · 7+ Yrs of Exp · Analyst/Research · Analytics · BI · Data Analysis · Data Governance · Data Management · Analysis · Visualization · Data,https://wuzzuf.net/jobs/p/9rPTWJnYPFuq-Professional-Data-Analyst-Cairo-Egypt?o=4&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/WRQiBG8UhUZb-Financial-Analyst-Allamna-Integrated-Solutions-Cairo-Egypt?o=12&l=sp&t=sj&a=data analyst|search-v3|navbg
Financial Analyst,Allamna Integrated Solutions -,"Heliopolis, Cairo, Egypt ",10/4/2022,Full Time,Financial Analyst,Full TimeExperienced · 4 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Finance · Financial Analysis · BI · Management · Financial Data Analysis · Financial Services,https://wuzzuf.net/jobs/p/WRQiBG8UhUZb-Financial-Analyst-Allamna-Integrated-Solutions-Cairo-Egypt?o=12&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/8NTbc88fpIpa-Customer-Insights-Analyst-CVM-Proposition-Analyst-Etisalat-Egypt-Cairo-Egypt?o=26&l=sp&t=sj&a=data analyst|search-v3|navbg
