job_title,company,location,date,duration,level,describtion,link,CLICKABLE LINK
Accountant,Amer vision -,"Sheraton, Cairo, Egypt ",10/16/2022,Full Time,Accountant,Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · analytical · Accounting · Communication skills · Financial · Financial Analysis · Management · Microsoft Office,https://wuzzuf.net/jobs/p/UiMGjZypVp0f-Accountant-Amer-vision-Cairo-Egypt?o=108&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/0n9YZy9gIosl-Sr-Data-Analytics-Engineer-Dar-Al-Handasah-Giza-Egypt?o=53&l=sp&t=sj&a=data analyst|search-v3|navbg
Sr. Data Analytics Engineer,Dar Al Handasah -,"Smart Village, Giza, Egypt ",10/15/2022,Full Time,Sr. Data Analytics Engineer,Full TimeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Database Development · DB Design · Dimensional Modeling · Python · SQL · PostgreSQL,https://wuzzuf.net/jobs/p/0n9YZy9gIosl-Sr-Data-Analytics-Engineer-Dar-Al-Handasah-Giza-Egypt?o=53&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/bNOozr89P8Lz-Cost-Accounting-Analysis-Manager-Gharbia-Egypt?o=82&l=sp&t=sj&a=data analyst|search-v3|navbg
Cost Accounting & Analysis Manager,Confidential -,"Gharbia, Egypt ",10/15/2022,Full Time,Cost Accounting & Analysis Manager,Full TimeManager · 10 - 12 Yrs of Exp · Accounting/Finance · Analyst/Research · Financial Analysis · Accounting · Cost Control · Financial Data Analysis · Financial Management · Finance · CMA · English,https://wuzzuf.net/jobs/p/bNOozr89P8Lz-Cost-Accounting-Analysis-Manager-Gharbia-Egypt?o=82&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/TbRvkz0Fc1ty-Database-Administrator-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=83&l=sp&t=sj&a=data analyst|search-v3|navbg
Database Administrator,Egyptian Medical Syndicates Union -,"Garden City, Cairo, Egypt ",10/15/2022,Full Time,Database Administrator,Full TimeExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · PostgreSQL · SQL · Databases · DBA · ERP · NoSQL · Administration,https://wuzzuf.net/jobs/p/TbRvkz0Fc1ty-Database-Administrator-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=83&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/yJDQeeYEcS5R-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=107&l=sp&t=sj&a=data analyst|search-v3|navbg
SOC Engineer,Link Datacenter -,"Giza, Egypt ",10/15/2022,Full Time,SOC Engineer,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CEH · Computer Engineering · Computer Science · GCIH · GSEC · Information Security · Information Technology (IT) · Network Operations Center,https://wuzzuf.net/jobs/p/yJDQeeYEcS5R-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=107&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/internship/LGTfqNjP6gc7-Flask-Python-Developer-Cyber-security-Company-Cairo-Egypt?o=110&l=sp&t=sj&a=data analyst|search-v3|navbg
Flask Python Developer,Cyber security  Company -,"Cairo, Egypt ",10/14/2022,Internship,Flask Python Developer,InternshipEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Flask · Python · Software Development · Computer Science · Information Technology (IT),https://wuzzuf.net/internship/LGTfqNjP6gc7-Flask-Python-Developer-Cyber-security-Company-Cairo-Egypt?o=110&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/FOZTTWDHAeev-Senior-Quantity-Surveyor-Evolvice-GmbH-Cairo-Egypt?o=122&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Quantity Surveyor,Evolvice GmbH -,"Maadi, Cairo, Egypt ",10/14/2022,Full Time,Senior Quantity Surveyor,Full TimeExperienced · 5 - 15 Yrs of Exp · Engineering - Other · Finance · Telecommunication · AutoCAD · Engineering · English,https://wuzzuf.net/jobs/p/FOZTTWDHAeev-Senior-Quantity-Surveyor-Evolvice-GmbH-Cairo-Egypt?o=122&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/1oerHgpFNrG0-Senior-Data-Analyst---Business-Intelligence-Cairo-Egypt?o=1&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Data Analyst - Business Intelligence,Confidential -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Senior Data Analyst - Business Intelligence,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyst · BI · Data Analyst · Data Analysis · Oracle,https://wuzzuf.net/jobs/p/1oerHgpFNrG0-Senior-Data-Analyst---Business-Intelligence-Cairo-Egypt?o=1&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/VjgUaYrBDBn4-Fundamental-Data-Analyst-Mubasher-Cairo-Egypt?o=2&l=sp&t=sj&a=data analyst|search-v3|navbg
Fundamental Data Analyst,Mubasher -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Fundamental Data Analyst,Full TimeEntry Level · 0 - 1 Yrs of Exp · Accounting/Finance · Analyst/Research · Finance · Accounting · Political Science · Economics · Data Analyst · Microsoft Office · DirectFN · DCP,https://wuzzuf.net/jobs/p/VjgUaYrBDBn4-Fundamental-Data-Analyst-Mubasher-Cairo-Egypt?o=2&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/yrSok7GjJANk-SAP-Master-Data-Analyst-Infinity-Clinic-Pharma-Dakahlia-Egypt?o=3&l=sp&t=sj&a=data analyst|search-v3|navbg
SAP Master Data Analyst,Infinity Clinic Pharma -,"Gamasa, Dakahlia, Egypt ",10/13/2022,Full Time,SAP Master Data Analyst,Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Customer Service/Support · Analyst/Research · SAP · Master Data Management · Data Analysis · Data Analytics · Microsoft Excel · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/yrSok7GjJANk-SAP-Master-Data-Analyst-Infinity-Clinic-Pharma-Dakahlia-Egypt?o=3&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/9rPTWJnYPFuq-Professional-Data-Analyst-Cairo-Egypt?o=4&l=sp&t=sj&a=data analyst|search-v3|navbg
Professional Data Analyst,Confidential -,"Cairo, Egypt ",10/13/2022,Full Time,Professional Data Analyst,Full TimeExperienced · 7+ Yrs of Exp · Analyst/Research · Analytics · BI · Data Analysis · Data Governance · Data Management · Analysis · Visualization · Data,https://wuzzuf.net/jobs/p/9rPTWJnYPFuq-Professional-Data-Analyst-Cairo-Egypt?o=4&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/lGTaAJcRIwbm-Data-Analyst-Gomla-Market-Alexandria-Egypt?o=5&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Analyst,Gomla Market -,"Ameria, Alexandria, Egypt ",10/13/2022,Full Time,Data Analyst,Full TimeEntry Level · 1 - 2 Yrs of Exp · Business Development · Logistics/Supply Chain · Analyst/Research · Analysis · SAS · SPSS · SQL · Statistics · Data Analysis · Data,https://wuzzuf.net/jobs/p/lGTaAJcRIwbm-Data-Analyst-Gomla-Market-Alexandria-Egypt?o=5&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/R7KdIv7dCm0z-Senior-Data-Analyst---Cairo-Cairo-Egypt?o=6&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Data Analyst - Cairo,Confidential -,"Cairo, Egypt ",10/13/2022,Full Time,Senior Data Analyst - Cairo,Full TimeExperienced · 5 - 9 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data · Google Analytics · Marketing · Management · MS Office · RSC · Analysis,https://wuzzuf.net/jobs/p/R7KdIv7dCm0z-Senior-Data-Analyst---Cairo-Cairo-Egypt?o=6&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/TWguALrIS6vT-Senior-Data-Analyst-Alarabia-Group-Cairo-Egypt?o=7&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Data Analyst,Alarabia Group -,"10th of Ramadan City, Cairo, Egypt ",10/13/2022,Full Time,Senior Data Analyst,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · BI Developer · Computer Science · developer · Information Technology (IT) · Power · Power BI,https://wuzzuf.net/jobs/p/TWguALrIS6vT-Senior-Data-Analyst-Alarabia-Group-Cairo-Egypt?o=7&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/AufXtWO7G5Ut-Sales-Analyst-Dream2000-Cairo-Egypt?o=8&l=sp&t=sj&a=data analyst|search-v3|navbg
Sales Analyst,Dream2000 -,"New Nozha, Cairo, Egypt ",10/13/2022,Full Time,Sales Analyst,Full TimeExperienced · 3 - 6 Yrs of Exp · Analyst/Research · Sales/Retail · Analysis · Data Analysis · Data · Microsoft Office · Sales Analysis · sales skills · Sales · Financial Data Analysis,https://wuzzuf.net/jobs/p/AufXtWO7G5Ut-Sales-Analyst-Dream2000-Cairo-Egypt?o=8&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/odauymG4nUA9-Social-Media-Listening-Analyst-SMMA-Giza-Egypt?o=9&l=sp&t=sj&a=data analyst|search-v3|navbg
Social Media Listening Analyst (SMMA),Confidential -,"Dokki, Giza, Egypt ",10/13/2022,Full Time,Social Media Listening Analyst (SMMA),Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · Analytics · Digital Marketing · Marketing · Social Media · media · Data visualization,https://wuzzuf.net/jobs/p/odauymG4nUA9-Social-Media-Listening-Analyst-SMMA-Giza-Egypt?o=9&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/S4vSqe8R0bdY-E-Commerce-Marketing-Analyst-Dealtio-Cairo-Egypt?o=10&l=sp&t=sj&a=data analyst|search-v3|navbg
E-Commerce Marketing Analyst,Dealtio -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,E-Commerce Marketing Analyst,Full TimeExperienced · 2 - 3 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Sales/Retail · E-Commerce · E-Marketing · Marketing · Skills · Analysis · Data Analysis · Data Analytics,https://wuzzuf.net/jobs/p/S4vSqe8R0bdY-E-Commerce-Marketing-Analyst-Dealtio-Cairo-Egypt?o=10&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/NdvUOJ7ocQIN-Senior-Software-Business-Analyst-ERP-Cairo-Egypt?o=11&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Software Business Analyst / ERP,Confidential -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Senior Software Business Analyst / ERP,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Analysis · business · Computer Science · Data Analysis · ERP · Information Technology (IT),https://wuzzuf.net/jobs/p/NdvUOJ7ocQIN-Senior-Software-Business-Analyst-ERP-Cairo-Egypt?o=11&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/WRQiBG8UhUZb-Financial-Analyst-Allamna-Integrated-Solutions-Cairo-Egypt?o=12&l=sp&t=sj&a=data analyst|search-v3|navbg
Financial Analyst,Allamna Integrated Solutions -,"Heliopolis, Cairo, Egypt ",10/13/2022,Full Time,Financial Analyst,Full TimeExperienced · 4 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Finance · Financial Analysis · BI · Management · Financial Data Analysis · Financial Services,https://wuzzuf.net/jobs/p/WRQiBG8UhUZb-Financial-Analyst-Allamna-Integrated-Solutions-Cairo-Egypt?o=12&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/kTeqVGENBIjl-Senior-Business-Intelligence-Analyst-Future-Group-Giza-Egypt?o=13&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Business Intelligence Analyst,Future Group -,"Dokki, Giza, Egypt ",10/13/2022,Full Time,Senior Business Intelligence Analyst,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · Analysis · analytical · Computer Science · Business Analysis · Information Technology (IT) · Analyst,https://wuzzuf.net/jobs/p/kTeqVGENBIjl-Senior-Business-Intelligence-Analyst-Future-Group-Giza-Egypt?o=13&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/9AAaTU2msaG5-Data-Analyst-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt?o=14&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Analyst,Hands of Hope Physical Therapy & Wellness -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Data Analyst,Full TimeExperienced · 3 - 18 Yrs of Exp · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau · SPSS,https://wuzzuf.net/jobs/p/9AAaTU2msaG5-Data-Analyst-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt?o=14&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/38nEwo6G6675-Sales-Analyst-Giza-Egypt?o=16&l=sp&t=sj&a=data analyst|search-v3|navbg
Sales Analyst,Confidential -,"Giza, Egypt ",10/13/2022,Full Time,Sales Analyst,Full TimeExperienced · 3+ Yrs of Exp · Administration · Analyst/Research · Sales/Retail · Admin · Administration · Sales · Office Administration · Office Management · Data Analysis · Sales Plans,https://wuzzuf.net/jobs/p/38nEwo6G6675-Sales-Analyst-Giza-Egypt?o=16&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/1dM41TI8bc8w-Business-System-Analyst-The-Food-Lab-Cairo-Egypt?o=17&l=sp&t=sj&a=data analyst|search-v3|navbg
Business System Analyst,The Food Lab -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Business System Analyst,Full TimeEntry Level · 1 - 3 Yrs of Exp · Analyst/Research · Analysis · Computer Science · Data Analysis · Data Analyst · Information Technology (IT) · Analyst · Data,https://wuzzuf.net/jobs/p/1dM41TI8bc8w-Business-System-Analyst-The-Food-Lab-Cairo-Egypt?o=17&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/KkOIsznkgJxQ-Senior-Financial-Analyst-Future-Group-Giza-Egypt?o=18&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Financial Analyst,Future Group -,"Dokki, Giza, Egypt ",10/13/2022,Full Time,Senior Financial Analyst,Full TimeExperienced · 2 - 4 Yrs of Exp · Accounting/Finance · Analyst/Research · Financial Data Analysis · Finance · analytical · Accounting · ACCA · CMA · English · excel,https://wuzzuf.net/jobs/p/KkOIsznkgJxQ-Senior-Financial-Analyst-Future-Group-Giza-Egypt?o=18&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Nmz0uUUQFbbI-Chargeback-Analyst-WebBeds-Cairo-Egypt?o=19&l=sp&t=sj&a=data analyst|search-v3|navbg
Chargeback Analyst,WebBeds -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Chargeback Analyst,Full TimeExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Revenue Management · Financial Accounting · Data Analytics · Dispute claims · Travel · Tourism · Accounting · Finance,https://wuzzuf.net/jobs/p/Nmz0uUUQFbbI-Chargeback-Analyst-WebBeds-Cairo-Egypt?o=19&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/hp32WHc5otxr-Senior-Treasury-Analyst-TAQA-Petroleum-Cairo-Egypt?o=20&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Treasury Analyst,TAQA Petroleum -,"Garden City, Cairo, Egypt ",10/13/2022,Full Time,Senior Treasury Analyst,Full TimeExperienced · 4 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · Finance · Financial Data Analysis · Accounting · Analysis · Treasury · Treasury Accounting,https://wuzzuf.net/jobs/p/hp32WHc5otxr-Senior-Treasury-Analyst-TAQA-Petroleum-Cairo-Egypt?o=20&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/123dzktUWSha-Data-Analyst-Lecico-Egypt-Alexandria-Egypt?o=21&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Analyst,Lecico Egypt -,"Alexandria, Egypt ",10/13/2022,Full Time,Data Analyst,Full TimeExperienced · 2 - 5 Yrs of Exp · Analyst/Research · Analysis · Data Analyst · Data Analysis · Analyst · English,https://wuzzuf.net/jobs/p/123dzktUWSha-Data-Analyst-Lecico-Egypt-Alexandria-Egypt?o=21&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Ha9wpkh6CEOx-Media-Monitoring-Analyst-Giza-Egypt?o=22&l=sp&t=sj&a=data analyst|search-v3|navbg
Media Monitoring Analyst,Confidential -,"Dokki, Giza, Egypt ",10/13/2022,Full Time,Media Monitoring Analyst,Full TimeExperienced · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · Analytics · Editing · Google Analytics · Marketing · media · Planning,https://wuzzuf.net/jobs/p/Ha9wpkh6CEOx-Media-Monitoring-Analyst-Giza-Egypt?o=22&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/R8GUiT5hlich-Voice-Chatbot-Analyst-English-Speaker-TensorGraph-Cairo-Egypt?o=23&l=sp&t=sj&a=data analyst|search-v3|navbg
Voice Chatbot Analyst (English Speaker),TensorGraph -,"Maadi, Cairo, Egypt ",10/13/2022,Part Time,Voice Chatbot Analyst (English Speaker),Part TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Writing/Editorial · IT/Software Development · Chatbots · English Fluency,https://wuzzuf.net/jobs/p/R8GUiT5hlich-Voice-Chatbot-Analyst-English-Speaker-TensorGraph-Cairo-Egypt?o=23&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/mfezdURGilqD-Senior-Research-Analyst---Mobile-Phones-IDC-Cairo-Egypt?o=24&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Research Analyst - Mobile Phones,IDC -,"Cairo, Egypt ",10/13/2022,Full Time,Senior Research Analyst - Mobile Phones,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Strategy/Consulting · Analyst · Analysis · Market Research · Research analyst · Information Technology (IT) · Research · Marketing,https://wuzzuf.net/jobs/p/mfezdURGilqD-Senior-Research-Analyst---Mobile-Phones-IDC-Cairo-Egypt?o=24&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/sNUUFKB219oN-Junior-Analyst-Synergy-Markets-Cairo-Egypt?o=25&l=sp&t=sj&a=data analyst|search-v3|navbg
Junior Analyst,Synergy Markets -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Junior Analyst,Full TimeEntry Level · 0 - 3 Yrs of Exp · Accounting/Finance · Analyst/Research · Analysis · Finance · Modeling · English · Financial Analysis · Accounting · Computer Skills · Financial,https://wuzzuf.net/jobs/p/sNUUFKB219oN-Junior-Analyst-Synergy-Markets-Cairo-Egypt?o=25&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/8NTbc88fpIpa-Customer-Insights-Analyst-CVM-Proposition-Analyst-Etisalat-Egypt-Cairo-Egypt?o=26&l=sp&t=sj&a=data analyst|search-v3|navbg
Customer Insights Analyst/ CVM Proposition Analyst,Etisalat Egypt -,"Cairo, Egypt ",10/13/2022,Full Time,Customer Insights Analyst/ CVM Proposition Analyst,Full TimeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Marketing · Marketing Analytics · Growth · CVM · Market Research · Mathematics · SQL · Analysis,https://wuzzuf.net/jobs/p/8NTbc88fpIpa-Customer-Insights-Analyst-CVM-Proposition-Analyst-Etisalat-Egypt-Cairo-Egypt?o=26&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/SmiRP57Qnyx1-Data-Analyst---Quality-Assurance-Department-IdealRatings-Cairo-Egypt?o=27&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Analyst - Quality Assurance Department,IdealRatings -,"Heliopolis, Cairo, Egypt ",10/13/2022,Full Time,Data Analyst - Quality Assurance Department,Full TimeEntry Level · 0 - 2 Yrs of Exp · Accounting/Finance · Quality · Analyst/Research · Finance · Quality Assurance · Economic Statistics · Skills · Detail Oriented · QA · English,https://wuzzuf.net/jobs/p/SmiRP57Qnyx1-Data-Analyst---Quality-Assurance-Department-IdealRatings-Cairo-Egypt?o=27&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/QclH1KOocgVK-Product-Analyst-Unifonic-Cairo-Egypt?o=28&l=sp&t=sj&a=data analyst|search-v3|navbg
Product Analyst,Unifonic -,"Cairo, Egypt ",10/13/2022,Full Time,Product Analyst,Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Terraform · Computer Engineering · Engineering · English · Information Technology (IT) · Software · Software Development,https://wuzzuf.net/jobs/p/QclH1KOocgVK-Product-Analyst-Unifonic-Cairo-Egypt?o=28&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Jn0hHELYsTGk-Senior-Software-Business-Analyst-Softec-Technologies-Cairo-Egypt?o=29&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Software Business Analyst,Softec Technologies -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Senior Software Business Analyst,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Business Analysis · System Analysis · Technical Analysis · Analysis · Information Technology (IT) · Computer Science · Project Management · Communication Skills,https://wuzzuf.net/jobs/p/Jn0hHELYsTGk-Senior-Software-Business-Analyst-Softec-Technologies-Cairo-Egypt?o=29&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/khwBfk200wi9-Financial-Analyst-Cairo-Egypt?o=31&l=sp&t=sj&a=data analyst|search-v3|navbg
Financial Analyst,Confidential -,"10th of Ramadan City, Cairo, Egypt ",10/13/2022,Full Time,Financial Analyst,Full TimeEntry Level · 1 - 3 Yrs of Exp · males_only · Accounting/Finance · Analyst/Research · Accounting · Finance · Financial Analysis · Finance Analysis · Microsoft Excel · ERA,https://wuzzuf.net/jobs/p/khwBfk200wi9-Financial-Analyst-Cairo-Egypt?o=31&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/vJjm5jLTqfmR-Business-Analyst-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=32&l=sp&t=sj&a=data analyst|search-v3|navbg
Business Analyst,Target Recruitment  & HR Solutions  -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Business Analyst,Full TimeExperienced · 5 - 7 Yrs of Exp · Business Development · Analyst/Research · Engineering - Other · Analysis · business · Business Analysis · analytical · Computer Science · Development · Engineering,https://wuzzuf.net/jobs/p/vJjm5jLTqfmR-Business-Analyst-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=32&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/8YOY92FomUao-Business-Analyst-Cilantro-Cairo-Egypt?o=33&l=sp&t=sj&a=data analyst|search-v3|navbg
Business Analyst,Cilantro -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Business Analyst,Full TimeExperienced · 10+ Yrs of Exp · Business Development · Analyst/Research · Business Analysis · Analysis · Data · Data Analytics · Microsoft Power BI · excel · English · Computer Science,https://wuzzuf.net/jobs/p/8YOY92FomUao-Business-Analyst-Cilantro-Cairo-Egypt?o=33&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/TyuOp04PIr0f-Senior-Business-Analyst-Easy-Cash-Cairo-Egypt?o=34&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Business Analyst,Easy Cash -,"Heliopolis, Cairo, Egypt ",10/13/2022,Full Time,Senior Business Analyst,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Analysis · Business Analysis · Product · Business · English · Information Technology (IT) · Agile · Software,https://wuzzuf.net/jobs/p/TyuOp04PIr0f-Senior-Business-Analyst-Easy-Cash-Cairo-Egypt?o=34&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/anwQfniZEZkK-Cash-Flow-Analyst-The-International-School-of-Elite-Education-Cairo-Egypt?o=35&l=sp&t=sj&a=data analyst|search-v3|navbg
Cash Flow Analyst,The International School of Elite Education -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Cash Flow Analyst,Full TimeExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Analyst/Research · Cash Flow · Finance · Accounting · Financial Analysis · financial market,https://wuzzuf.net/jobs/p/anwQfniZEZkK-Cash-Flow-Analyst-The-International-School-of-Elite-Education-Cairo-Egypt?o=35&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/L9rruA4pqmgY-Financial-Analyst-Multinational-Organization-Giza-Egypt?o=36&l=sp&t=sj&a=data analyst|search-v3|navbg
Financial Analyst-Multinational Organization,Confidential -,"6th of October, Giza, Egypt ",10/13/2022,Full Time,Financial Analyst-Multinational Organization,Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Financial Services · Accounting · Cost Control,https://wuzzuf.net/jobs/p/L9rruA4pqmgY-Financial-Analyst-Multinational-Organization-Giza-Egypt?o=36&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/zR4AJAwx21Y7-Issuing-Fraud-Monitoring-Senior-Analyst-Network-International--Egypt-Cairo-Egypt?o=37&l=sp&t=sj&a=data analyst|search-v3|navbg
Issuing Fraud Monitoring Senior Analyst,Network International -Egypt -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Issuing Fraud Monitoring Senior Analyst,Full TimeExperienced · 2 - 4 Yrs of Exp · Banking · Analyst/Research · Banking · Commerce · Fraud · Accounting · Analysis · Business Analysis · Finance,https://wuzzuf.net/jobs/p/zR4AJAwx21Y7-Issuing-Fraud-Monitoring-Senior-Analyst-Network-International--Egypt-Cairo-Egypt?o=37&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/krdZl1GdrxAP-Tech-Lead-and-System-Analyst-Dafa-Giza-Egypt?o=38&l=sp&t=sj&a=data analyst|search-v3|navbg
Tech Lead and System Analyst,Dafa -,"Haram, Giza, Egypt ",10/13/2022,Full Time,Tech Lead and System Analyst,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyst · Computer Science · Information Technology (IT) · Software · Software Development · Software engineer · Software Engineering,https://wuzzuf.net/jobs/p/krdZl1GdrxAP-Tech-Lead-and-System-Analyst-Dafa-Giza-Egypt?o=38&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/ecDQZn7zPGxQ-Senior-Data-Analyst-Z2-Data-Cairo-Egypt?o=39&l=sp&t=sj&a=data analyst|search-v3|navbg
